created_at,id,url,reblog,text
2026-05-23T16:54:07.444Z,116624932696824292,https://truthsocial.com/@realDonaldTrump/116624932696824292,no,Trump’s Global Gambit: How Strikes On Iran And Venezuela Are Fueling America’s Economic Comeback And Checking China: https://loomered.com/2026/04/28/trumps-global-gambit-how-strikes-on-iran-and-venezuela-are-fueling-americas-economic-comeback-and-checking-china/
2026-05-23T13:08:49.953Z,116624046809952385,https://truthsocial.com/@realDonaldTrump/116624046809952385,no,
2026-05-23T13:08:10.729Z,116624044239404754,https://truthsocial.com/@realDonaldTrump/116624044239404754,no,
2026-05-23T13:07:37.866Z,116624042090139559,https://truthsocial.com/@realDonaldTrump/116624042090139559,no,
2026-05-23T13:07:17.145Z,116624040731909127,https://truthsocial.com/@realDonaldTrump/116624040731909127,no,A Dumocrat! Don’t allow this lying sleazebag on FoxNews!
2026-05-23T12:59:53.211Z,116624011634075592,https://truthsocial.com/@realDonaldTrump/116624011634075592,no,
2026-05-23T12:59:43.777Z,116624011015760482,https://truthsocial.com/@realDonaldTrump/116624011015760482,no,
2026-05-22T23:25:45.603Z,116620810357086038,https://truthsocial.com/@realDonaldTrump/116620810357086038,no,
2026-05-22T22:35:35.172Z,116620613069778717,https://truthsocial.com/@realDonaldTrump/116620613069778717,no,"The LEGENDARY NASCAR Driver Kyle Busch tragically and unexpectedly passed away yesterday. He was a true talent who loved NASCAR and its fans. Kyle was a WINNER! He was a two time Cup Champion, and holds the All Time Record for WINS in NASCAR’s Top Three series, and even won another just last weekend. Kyle’s wife, Samantha, and their two beautiful children are in our thoughts and prayers. Samantha was at the White House in October, for IVF. She truly loved Kyle! Rest in Peace Kyle Busch. You will always be a LEGEND! President DONALD J. TRUMP"
2026-05-22T22:20:27.982Z,116620553611959468,https://truthsocial.com/@realDonaldTrump/116620553611959468,no,
2026-05-22T22:15:30.861Z,116620534139904929,https://truthsocial.com/@realDonaldTrump/116620534139904929,no,
2026-05-22T22:13:25.994Z,116620525956578737,https://truthsocial.com/@realDonaldTrump/116620525956578737,no,
2026-05-22T22:13:18.912Z,116620525492424497,https://truthsocial.com/@realDonaldTrump/116620525492424497,no,
2026-05-22T21:57:28.897Z,116620463232274800,https://truthsocial.com/@realDonaldTrump/116620463232274800,no,
2026-05-22T17:36:40.549Z,116619437706453945,https://truthsocial.com/@realDonaldTrump/116619437706453945,no,"Unfortunately, after having done a great job, Tulsi Gabbard will be leaving the Administration on June 30th. Her wonderful husband, Abraham, has been recently diagnosed with a rare form of bone cancer, and she, rightfully, wants to be with him, bringing him back to good health as they currently fight a tough battle together. I have no doubt he will soon be better than ever. Tulsi has done an incredible job, and we will miss her. Her highly respected Principal Deputy Director of National Intelligence, Aaron Lukas, will serve as Acting Director of National Intelligence. President DONALD J. TRUMP"
